DiseaseName_ARD_Paper,MESH_ID,X,Category,Likelihood.disease.is.ageing.related,Name_node,Phenotyping_Algorithms,MESH_Term,All_MESH,All_MESH_Terms,filter_frames,Updated_Term,Search_term
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D007573,Jaw Neoplasms,"r'\bjaw cancer\b', r'\bjaw cancers\b', r'\bjaw neoplasm\b', r'\bjaw neoplasms\b', r'\bcancer of jaw\b', r'\bcancer of the jaw\b'",added malignant,"r'\bcancer of jaw\b', r'\bcancer of the jaw\b', r'\bjaw cancer\b', r'\bjaw cancers\b', r'\bmalignant jaw neoplasm\b', r'\bmalignant jaw neoplasms\b', r'\bmalignant jaw tumor\b', r'\bmalignant jaw tumors\b', r'\bmalignant jaw tumour\b', r'\bmalignant jaw tumours\b', r'\bjaw malignancy\b', r'\bjaw malginancies\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D008339,Mandibular Neoplasms,"r'\bmandibular neoplasm\b', r'\bmandibular neoplasms\b'",added malignant,"r'\bmalignant mandibular neoplasm\b', r'\bmalignant mandibular neoplasms\b', r'\bmalignant mandibular tumor\b', r'\bmalignant mandibular tumors\b', r'\bmalignant mandibular tumour\b', r'\bmalignant mandibular tumours\b', r'\bmalignancy of the mandible\b', r'\bmalignancies of the mandible\b', r'\bmandibular malignancy\b', r'\bmandibular malignancies\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D008441,Maxillary Neoplasms,"r'\bmaxillary neoplasm\b', r'\bmaxillary neoplasms\b'",added malignant,"r'\bmalignant maxillary neoplasm\b', r'\bmalignant maxillary neoplasms\b', r'\bmalignant maxillary tumor\b', r'\bmalignant maxillary tumors\b', r'\bmalignant maxillary tumour\b', r'\bmalignant maxillary tumours\b', r'\bmalignancy of the maxilla\b', r'\bmalignancies of the maxilla\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D008444,Maxillary Sinus Neoplasms,"r'\bmaxillary sinus cancer\b', r'\bmaxillary sinus cancers\b', r'\bmaxillary sinus neoplasm\b', r'\bmaxillary sinus neoplasms\b', r'\bcancer of maxillary sinus\b'",added malignant,"r'\bcancer of maxillary sinus\b', r'\bmaxillary sinus cancer\b', r'\bmaxillary sinus cancers\b', r'\bmalignant maxillary sinus neoplasm\b', r'\bmalignant maxillary sinus neoplasms\b', r'\bmalignant maxillary sinus tumor\b', r'\bmalignant maxillary sinus tumors\b', r'\bmalignant maxillary sinus tumour\b', r'\bmalignant maxillary sinus tumours\b', r'\bmaxillary malignancy\b', r'\bmaxillary malignancies\b', r'\bmalignancies of the maxilla\b', r'\bmalignancy of the maxilla\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D009669,Nose Neoplasms,"r'\bnasal cancer\b', r'\bnose cancer\b', r'\bnasal cancers\b', r'\bnose cancers\b', r'\bnasal neoplasm\b', r'\bnose neoplasm\b', r'\bnasal neoplasms\b', r'\bnose neoplasms\b', r'\bcancer of nose\b', r'\bcancer of the nose\b'",added malignant,"r'\bcancer of nose\b', r'\bcancer of the nose\b', r'\bnasal cancer\b', r'\bnasal cancers\b', r'\bmalignant nasal neoplasm\b', r'\bmalignant nasal neoplasms\b', r'\bnose cancer\b', r'\bnose cancers\b', r'\bmalignant nose neoplasm\b', r'\bmalignant nose neoplasms\b', r'\bmalignant nose tumor\b', r'\bmalignant nose tumors\b', r'\bmalignant nose tumour\b', r'\bmalignant nose tumours\b', r'\bmalignant nasal tumor\b', r'\bmalignant nasal tumors\b', r'\bmalignant nasal tumour\b', r'\bmalignant nasal tumours\b', r'\bnasal malignancy\b', r'\bnasal malignancies\b', r'\bnose malignancy\b', r'\bnose malignancies\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D009918,Orbital Neoplasms,"r'\borbital neoplasm\b', r'\borbital neoplasms\b'",added malignant,"r'\bmalignant orbital neoplasm\b', r'\bmalignant orbital neoplasms\b', r'\bmalignant orbital tumor\b', r'\bmalignant orbital tumors\b', r'\bmalignant orbital tumour\b', r'\bmalignant orbital tumours\b', r'\borbital malignancy\b', r'\borbital malignancies\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D010157,Palatal Neoplasms,"r'\bpalatal neoplasm\b', r'\bpalatal neoplasms\b'",added malignant,"r'\bmalignant palatal neoplasm\b', r'\bmalignant palatal neoplasms\b', r'\bmalignant palatal tumor\b', r'\bmalignant palatal tumors\b', r'\bmalignant palatal tumour\b', r'\bmalignant palatal tumours\b', r'\bpalatal malignancy\b', r'\bpalatal malignancies\b', r'\bmalignancy of the palate\b', r'\bmalignancies of the palate\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D010255,Paranasal Sinus Neoplasms,"r'\bparanasal sinus cancer\b', r'\bparanasal sinus cancers\b', r'\bparanasal sinus neoplasm\b', r'\bparanasal sinus neoplasms\b', r'\bcancer of paranasal sinus\b'",added malignant,"r'\bcancer of paranasal sinus\b', r'\bparanasal sinus cancer\b', r'\bparanasal sinus cancers\b', r'\bmalignant paranasal sinus neoplasm\b', r'\bmalignant paranasal sinus neoplasms\b', r'\bmalignant paranasal sinus tumor\b', r'\bmalignant paranasal sinus tumors\b', r'\bmalignant paranasal sinus tumour\b', r'\bmalignant paranasal sinus tumours\b', r'\bparanasal sinus malignancy\b', r'\bparanasal sinus malignancies\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D012888,Skull Neoplasms,"r'\bskull neoplasm\b', r'\bskull neoplasms\b'",added malignant,"r'\bmalignant skull neoplasm\b', r'\bmalignant skull neoplasms\b', r'\bmalignant skull tumor\b', r'\bmalignant skull tumors\b', r'\bmalignant skull tumour\b', r'\bmalignant skull tumours\b', r'\bskull malignancy\b', r'\bskull malignancies\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D019292,Skull Base Neoplasms,"r'\bskull base neoplasm\b', r'\bskull base neoplasms\b'",added malignant,"r'\bmalignant skull base neoplasm\b', r'\bmalignant skull base neoplasms\b', r'\bmalignant skull base tumour\b', r'\bmalignant skull base tumors\b', r'\bmalignant skull base tumour\b', r'\bmalignant skull base tumours\b', r'\bskull base malignancy\b', r'\bskull base malignancies\b'"
"Primary Malignancy, Bone",MESH:D001859,Primary_Malignancy_Bone,Cancers,High,malig_pri_bone,Primary Malignancy - Bone,Bone Neoplasms,MESH:D050398,Adamantinoma,"r'\badamantinomas\b', r'\badamantinoma\b'",added malignant,"r'\badamantinomas\b', r'\badamantinoma\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D003123,"Colorectal Neoplasms, Hereditary Nonpolyposis","r'\bfamilial nonpolyposis colon cancer\b', r'\blynch syndrome\b', r'\bhereditary nonpolyposis colorectal neoplasms\b', r'\bcolorectal cancer hereditary nonpolyposis\b', r'\bhereditary nonpolyposis colon cancer\b', r'\bhereditary nonpolyposis colorectal cancer\b', r'\blynch cancer family syndrome i\b', r'\blynch syndrome i\b'",added malignant,"r'\bcolorectal cancer hereditary nonpolyposis\b', r'\bfamilial nonpolyposis colon cancer\b', r'\bhereditary nonpolyposis colon cancer\b', r'\bhereditary nonpolyposis colorectal cancer\b', r'\bhereditary nonpolyposis colorectal neoplasms\b', r'\blynch cancer family syndrome i\b', r'\blynch syndrome\b', r'\blynch syndrome i\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D015179,Colorectal Neoplasms,"r'\bcolorectal cancer\b', r'\bcolorectal cancers\b', r'\bcolorectal carcinoma\b', r'\bcolorectal carcinomas\b', r'\bcolorectal neoplasm\b', r'\bcolorectal neoplasms\b', r'\bcolorectal tumor\b', r'\bcolorectal tumors\b', r'\bcolorectal adenoma and cancer\b', r'\bcolorectal cancer0\b', r'\bcolorectal cancer1\b', r'\bcolorectal cancer2\b'",added malignant,"r'\bcolorectal cancer\b', r'\bcolorectal cancers\b', r'\bcolorectal carcinoma\b', r'\bcolorectal carcinomas\b', r'\bmalignant colorectal neoplasm\b', r'\bmalignant colorectal tumor\b', r'\bmalignant colorectal tumors\b', r'\bmalignant colorectal neoplasms\b', r'\bmalignant colorectal tumour\b', r'\bmalignant colorectal tumours\b', r'\bcolorectal malignancy\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D012811,Sigmoid Neoplasms,"r'\bsigmoid cancer\b', r'\bsigmoid colon cancer\b', r'\bsigmoid colon neoplasms\b', r'\bsigmoid neoplasm\b', r'\bsigmoid colon neoplasm\b', r'\bsigmoid neoplasms\b', r'\bcancer of sigmoid\b', r'\bcancer of the sigmoid\b', r'\bsigmoidal cancer\b'",added malignant,"r'\bcancer of sigmoid\b', r'\bcancer of the sigmoid\b', r'\bsigmoidal cancer\b', r'\bsigmoid cancer\b', r'\bsigmoid colon cancer\b', r'\bmalignant sigmoid colon neoplasm\b', r'\bmalignant sigmoid colon neoplasms\b', r'\bmalignant sigmoid neoplasm\b', r'\bmalignant sigmoid neoplasms\b', r'\bmalignant sigmoid colon tumor\b', r'\bmalignant sigmoid colon tumors\b', r'\bmalignant sigmoid tumor\b', r'\bmalignant sigmoid tumors\b', r'\bmalignant sigmoid colon tumour\b', r'\bmalignant sigmoid colon tumours\b', r'\bmalignant sigmoid tumour\b', r'\bmalignant sigmoid tumours\b', r'\bsigmoid malignancy\b', r'\bsigmoid colon malignancy\b', r'\bsigmoid malignancies\b', r'\bsigmoid colon malignancies\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D002430,Cecal Neoplasms,"r'\bcecal cancer\b', r'\bcecal neoplasm\b', r'\bcecal neoplasms\b', r'\bcancer of cecum\b', r'\bcancer of the cecum\b'",added malignant,"r'\bcancer of cecum\b', r'\bcancer of the cecum\b', r'\bmalignant cecal cancer\b', r'\bmalignant cecal neoplasm\b', r'\bmalignant cecal neoplasms\b', r'\bmalignant cecal tumor\b', r'\bmalignant cecal tumors\b', r'\bmalignant cecal tumour\b', r'\bmalignant cecal tumours\b', r'\bcecal malignancy\b', r'\bmalignancy of the cecum\b', r'\bcancer of caecum\b', r'\bcancer of the caecum\b', r'\bmalignant caecal cancer\b', r'\bmalignant caecal neoplasm\b', r'\bmalignant caecal neoplasms\b', r'\bmalignant caecal tumor\b', r'\bmalignant caecal tumors\b', r'\bmalignant caecal tumour\b', r'\bmalignant caecal tumours\b', r'\bcaecal malignancy\b', r'\bmalignancy of the caecum\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D003110,Colonic Neoplasms,"r'\bcolon cancer\b', r'\bcolonic cancer\b', r'\bcolon cancers\b', r'\bcolonic cancers\b', r'\bcolon neoplasm\b', r'\bcolonic neoplasm\b', r'\bcolon neoplasms\b', r'\bcolonic neoplasms\b', r'\bcancer of colon\b', r'\bcancer of the colon\b'",added malignant,"r'\bcancer of colon\b', r'\bcancer of the colon\b', r'\bcolon cancer\b', r'\bcolon cancers\b', r'\bcolonic cancer\b', r'\bcolonic cancers\b', r'\bmalignant colonic neoplasm\b', r'\bmalignant colon neoplasm\b', r'\bmalignant colon neoplasms\b', r'\bmalignant colonic neoplasms\b', r'\bmalignant colonic tumor\b', r'\bmalignant colon tumor\b', r'\bmalignant colon tumors\b', r'\bmalignant colonic tumors\b', r'\bmalignant colonic tumour\b', r'\bmalignant colon tumour\b', r'\bmalignant colon tumours\b', r'\bmalignant colonic tumours\b', r'\bcolonic malignancy\b', r'\bcolon malignancy\b', r'\bcolonic malignancies\b', r'\bcolon malignancies\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D012004,Rectal Neoplasms,"r'\brectal cancer\b', r'\brectum cancer\b', r'\brectal neoplasm\b', r'\brectum neoplasm\b', r'\brectal neoplasms\b', r'\brectal tumor\b', r'\bcancer of rectum\b', r'\bcancer of the rectum\b', r'\brectal cancers\b', r'\brectal tumors\b', r'\brectum cancers\b', r'\brectum neoplasms\b'",added malignant,"r'\bcancer of rectum\b', r'\bcancer of the rectum\b', r'\brectal cancer\b', r'\brectal cancers\b', r'\bmalignant rectal neoplasm\b', r'\bmalignant rectal tumor\b', r'\bmalignant rectal tumors\b', r'\brectum cancer\b', r'\brectum cancers\b', r'\bmalignant rectum neoplasm\b', r'\bmalignant rectum neoplasms\b', r'\bmalignant rectal neoplasms\b', r'\bmalignant rectal tumour\b', r'\bmalignant rectal tumours\b', r'\brectal malignancy\b', r'\brectum malignancy\b', r'\brectal malignancies\b', r'\brectum malignancy\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D001063,Appendiceal Neoplasms,"r'\bappendiceal cancer\b', r'\bappendix cancer\b', r'\bappendiceal neoplasm\b', r'\bappendiceal neoplasms\b', r'\bcancer of appendix\b', r'\bcancer of the appendix\b'",added malignant,"r'\bappendiceal cancer\b', r'\bappendix cancer\b', r'\bcancer of appendix\b', r'\bmalignancy of the appendix\b', r'\bmalignant appendiceal neoplasm\b', r'\bmalignant appendiceal tumor\b', r'\bmalignant appendiceal tumour\b', r'\bappendix malignancy\b', r'\bmalignant appendiceal neoplasms\b', r'\bmalignant appendiceal tumors\b', r'\bmalignant appendiceal tumours\b', r'\bmalignant appendiceal neoplasms\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D007414,Intestinal Neoplasms,"r'\bintestinal cancer\b', r'\bintestines cancer\b', r'\bintestinal cancers\b', r'\bintestines cancers\b', r'\bintestinal neoplasm\b', r'\bintestines neoplasm\b', r'\bintestinal neoplasms\b', r'\bintestines neoplasms\b', r'\bcancer of intestines\b', r'\bcancer of the intestines\b'",added malignant,"r'\bcancer of intestines\b', r'\bcancer of the intestines\b', r'\bintestinal cancer\b', r'\bintestinal cancers\b', r'\bmalignant intestinal neoplasm\b', r'\bintestines cancer\b', r'\bintestines cancers\b', r'\bmalignant neoplasm of intestines\b', r'\bmalignant intestines neoplasms\b', r'\bmalignant intestinal neoplasms\b'"
"Primary Malignancy, Bowel",MESH:D007414,Primary_Malignancy_Bowel,Cancers,High,malig_pri_bowel,Primary Malignancy - Bowel,Intestinal Neoplasms,MESH:D001005,Anus Neoplasms,"r'\banal cancer\b', r'\banal cancers\b', r'\banal neoplasm\b', r'\banus neoplasm\b', r'\banal neoplasms\b', r'\banus neoplasms\b', r'\banus cancer\b', r'\banus cancers\b', r'\bcancer of anus\b', r'\bcancer of the anus\b'",added malignant,"r'\banal cancer\b', r'\banal cancers\b', r'\bmalignant anal neoplasm\b', r'\bmalignant anal neoplasms\b', r'\banus cancer\b', r'\banus cancers\b', r'\bmalignant anus neoplasm\b', r'\bcancer of anus\b', r'\bcancer of the anus\b', r'\bmalignant anus neoplasms\b', r'\bmalignant anal tumor\b', r'\bmalignant anal tumors\b', r'\bmalignant anal tumour\b', r'\bmalignant anal tumours\b', r'\banal malignancies\b', r'\banal malignancy\b', r'\banus malignancies\b', r'\banus malignancy\b'"
"Primary Malignancy, Brain",MESH:D001932,Primary_Malignancy_Brain,Cancers,High,malig_pri_brain,Primary Malignancy - Brain,Brain Neoplasms,MESH:D001932,Brain Neoplasms,"r'\bbrain benign neoplasm\b', r'\bbrain benign neoplasms\b', r'\bbenign brain neoplasm\b', r'\bmalignant brain neoplasm\b', r'\bprimary brain neoplasm\b', r'\bbenign brain neoplasms\b', r'\bmalignant brain neoplasms\b', r'\bprimary brain neoplasms\b', r'\bprimary malignant brain neoplasms\b', r'\bprimary brain tumor\b', r'\brecurrent brain tumor\b', r'\bprimary brain tumors\b', r'\brecurrent brain tumors\b', r'\bbrain cancer\b', r'\bbrain cancers\b', r'\bbrain malignant neoplasm\b', r'\bbrain malignant neoplasms\b', r'\bbrain neoplasm\b', r'\bintracranial neoplasm\b', r'\bbrain neoplasms\b', r'\bintracranial neoplasms\b', r'\bbrain tumor\b', r'\bbrain tumors\b', r'\bcancer of brain\b', r'\bcancer of the brain\b', r'\bmalignant primary brain neoplasms\b', r'\bmalignant primary brain tumors\b', r'\bprimary malignant brain tumors\b'","added malignant, added synonyms","r'\bbrain cancer\b', r'\bbrain cancers\b', r'\bmalignant brain tumor\b', r'\bmalignant brain tumors\b', r'\bmalignant brain tumours\b', r'\bmalignant brain tumour\b', r'\bcancer of brain\b', r'\bcancer of the brain\b', r'\bmalignant brain neoplasm\b', r'\bmalignant brain neoplasms\b', r'\bmalignant primary brain neoplasms\b�, r�\bmalignant primary brain neoplasm\b�, r�\bmalignant primary brain tumors\b', r'\bmalignant primary brain tumor\b', r'\bmalignant primary brain tumour\b', r'\bmalignant primary brain tumours\b', r'\bmalignant neoplasm of brain\b', r'\bmalignant neoplasms of brain\b', r'\bmalignant tumor of brain\b', r'\bmalignant tumors of brain\b', r'\bmalignant tumour of brain\b', r'\bmalignant tumours of brain\b', r'\bmalignant tumor of the brain\b', r'\bmalignant tumors of the brain\b', r'\bmalignant tumour of the brain\b', r'\bmalignant tumours of the brain\b', r'\bmalignant neoplasm of the brain\b', r'\bmalignant neoplasms of the brain\b'"
"Primary Malignancy, Breast",MESH:D001943,Primary_Malignancy_Breast,Cancers,High,malig_pri_breast,Primary Malignancy - Breast,Breast Neoplasms,MESH:D001943,Breast Neoplasms,"r'\bbreast cancer\b', r'\bmammary cancer\b', r'\bmammary cancers\b', r'\bbreast carcinoma\b', r'\bhuman mammary carcinoma\b', r'\bbreast carcinomas\b', r'\bhuman mammary carcinomas\b', r'\bhuman mammary neoplasm\b', r'\bhuman mammary neoplasms\b', r'\bbreast neoplasm\b', r'\bbreast neoplasms\b', r'\bbreast tumor\b', r'\bbreast tumors\b', r'\bbreast malignant neoplasm\b', r'\bbreast malignant neoplasms\b', r'\bbreast malignant tumor\b', r'\bbreast malignant tumors\b', r'\bcancer of breast\b', r'\bcancer of the breast\b', r'\bmalignant neoplasm of breast\b', r'\bmalignant tumor of breast\b'",added malignant,"r'\bbreast cancer\b', r'\bbreast carcinoma\b', r'\bbreast carcinomas\b', r'\bmalignant breast neoplasm\b', r'\bmalignant breast neoplasms\b', r'\bmalignant breast tumor\b', r'\bmalignant breast tumors\b', r'\bmalignant breast tumour\b', r'\bmalignant breast tumours\b', r'\bcancer of breast\b', r'\bcancer of the breast\b', r'\bhuman mammary carcinoma\b', r'\bhuman mammary carcinomas\b', r'\bmalignant mammary neoplasm\b', r'\bmalignant mammary neoplasms\b', r'\bmalignant neoplasm of breast\b', r'\bmalignant tumor of breast\b', r'\bmammary cancer\b', r'\bmammary cancers\b', r'\bmalignant breast neoplasms\b', r'\bbreast malignancy\b', r'\bbreast malignancies\b', r'\bmammary malignancy\b', r'\bmammary malignancies\b'"
"Primary Malignancy, Breast",MESH:D001943,Primary_Malignancy_Breast,Cancers,High,malig_pri_breast,Primary Malignancy - Breast,Breast Neoplasms,MESH:D000071960,Breast Carcinoma In Situ,"r'\blobular carcinoma in situ lcis\b', r'\blobular carcinoma in situ\b', r'\bbreast carcinoma in situ\b'",NA,"r'\blobular carcinoma in situ lcis\b', r'\blobular carcinoma in situ\b', r'\bbreast carcinoma in situ\b'"
"Primary Malignancy, Breast",MESH:D001943,Primary_Malignancy_Breast,Cancers,High,malig_pri_breast,Primary Malignancy - Breast,Breast Neoplasms,MESH:D018270,"Carcinoma, Ductal, Breast","r'\binfiltrating duct carcinoma\b', r'\bmammary ductal carcinoma\b', r'\binfiltrating duct carcinomas\b', r'\bmammary ductal carcinomas\b', r'\bbreast invasive ductal carcinoma\b'",NA,"r'\binfiltrating duct carcinoma\b', r'\bmammary ductal carcinoma\b', r'\binfiltrating duct carcinomas\b', r'\bmammary ductal carcinomas\b', r'\bbreast invasive ductal carcinoma\b'"
"Primary Malignancy, Breast",MESH:D001943,Primary_Malignancy_Breast,Cancers,High,malig_pri_breast,Primary Malignancy - Breast,Breast Neoplasms,MESH:D010144,"Paget's Disease, Mammary","r'\bmammary paget disease\b', r'\bmammary pagets disease\b', r'\bbreast paget disease\b', r'\bbreast pagets disease\b', r'\bpaget disease of breast\b', r'\bpagets disease of breast\b', r'\bpagets disease of the breast\b', r'\bpagets disease of the nipple\b', r'\bpagets disease of the nipple and areola\b', r'\bpigmented mammary paget disease\b'",NA,"r'\bmammary paget disease\b', r'\bmammary pagets disease\b', r'\bbreast paget disease\b', r'\bbreast pagets disease\b', r'\bpaget disease of breast\b', r'\bpagets disease of breast\b', r'\bpagets disease of the breast\b', r'\bpagets disease of the nipple\b', r'\bpagets disease of the nipple and areola\b', r'\bpigmented mammary paget disease\b'"
