"","All_MESH","filter_frames","DiseaseName_ARD_Paper","MESH_ID","Category","Likelihood.disease.is.ageing.related","Name_node","Phenotyping_Algorithms","MESH_Term","All_MESH_Terms"
"485","MESH:D020370","r'\bosteoarthritis of knee\b', r'\bosteoarthritis of knees\b', r'\bknee osteoarthritides\b', r'\bknee osteoarthritis\b'","Osteoarthritis","MESH:D010003","Musculoskeletal","High","oa","Osteoarthritis","Osteoarthritis","Osteoarthritis, Knee"
"541","MESH:D055013","r'\blumbar osteoarthritis\b', r'\bspinal osteoarthritis\b', r'\bspine osteoarthritis\b'","Osteoarthritis","MESH:D010003","Musculoskeletal","High","oa","Osteoarthritis","Osteoarthritis","Osteoarthritis, Spine"
"261","MESH:D010024","r'\bage related bone loss\b', r'\bage related bone losses\b', r'\bage related osteoporoses\b', r'\bsenile osteoporoses\b', r'\bage related osteoporosis\b', r'\bearly onset osteoporosis\b', r'\binvolutional osteoporosis\b', r'\bpostmenopausal osteoporosis\b', r'\bpost traumatic osteoporosis\b', r'\bsenile osteoporosis\b', r'\bbone mineral density quantitative trait locus\b', r'\bbone mineral density quantitative trait locus 1\b', r'\bbone mineral density quantitative trait locus 16\b', r'\bhigh bone mass\b', r'\bosteoporoses\b', r'\bosteoporosis\b', r'\bpost traumatic osteoporoses\b'","Osteoporosis","MESH:D010024","Musculoskeletal","High","osteoporosis","Osteoporosis","Osteoporosis","Osteoporosis"
"396","MESH:D015663","r'\bperimenopausal bone losses\b', r'\bpostmenopausal bone losses\b', r'\bperimenopausal bone loss\b', r'\bpostmenopausal bone loss\b', r'\bpostmenopausal osteoporoses\b', r'\bpost menopausal osteoporoses\b', r'\bpost menopausal osteoporosis\b'","Osteoporosis","MESH:D010024","Musculoskeletal","High","osteoporosis","Osteoporosis","Osteoporosis","Osteoporosis, Postmenopausal"
"25","MESH:D000743","r'\bacquired hemolytic anemia\b', r'\bmicroangiopathic anemia\b', r'\bhemolytic anemia\b', r'\bmicroangiopathic hemolytic anemia\b'","Other Haemolytic Anaemia","MESH:D000743","Haematological/ Immuunoligcal","High","oth_haem_anaemia","Other haemolytic anaemias","Anemia, Hemolytic","Anemia, Hemolytic"
"26","MESH:D000744","r'\bcold agglutinin disease\b', r'\bcold agglutinin diseases\b', r'\bautoimmune hemolytic anemia\b', r'\bautoimmune hemolytic anemias\b', r'\bcold antibody disease\b', r'\bcold antibody diseases\b', r'\bacquired autoimmune hemolytic anemia\b', r'\bcold antibody hemolytic anemia\b', r'\bidiopathic autoimmune hemolytic anemia\b'","Other Haemolytic Anaemia","MESH:D000743","Haematological/ Immuunoligcal","High","oth_haem_anaemia","Other haemolytic anaemias","Anemia, Hemolytic","Anemia, Hemolytic, Autoimmune"
"27","MESH:D000745","r'\bcongenital hemolytic anemia\b', r'\bhereditary hemolytic anemia\b', r'\bcongenital hemolytic anemias\b', r'\bhereditary hemolytic anemias\b'","Other Haemolytic Anaemia","MESH:D000743","Haematological/ Immuunoligcal","High","oth_haem_anaemia","Other haemolytic anaemias","Anemia, Hemolytic","Anemia, Hemolytic, Congenital"
"139","MESH:D005236","r'\bfavisms\b', r'\bfavism\b'","Other Haemolytic Anaemia","MESH:D000743","Haematological/ Immuunoligcal","High","oth_haem_anaemia","Other haemolytic anaemias","Anemia, Hemolytic","Favism"
"162","MESH:D006457","r'\bcold paroxysmal hemoglobinuria\b', r'\bnocturnal paroxysmal hemoglobinuria\b', r'\bparoxysmal cold hemoglobinuria\b', r'\bparoxysmal nocturnal hemoglobinuria\b', r'\bmarchiafava micheli syndrome\b', r'\bparoxysmal hemoglobinuria\b', r'\bparoxysmal nocturnal hemoglobinuria 1\b', r'\bparoxysmal nocturnal hemoglobinuria 2\b'","Other Haemolytic Anaemia","MESH:D000743","Haematological/ Immuunoligcal","High","oth_haem_anaemia","Other haemolytic anaemias","Anemia, Hemolytic","Hemoglobinuria, Paroxysmal"
"163","MESH:D006463","r'\bhemolytic uremic syndrome\b', r'\bgassers syndrome\b', r'\bgasser syndrome\b'","Other Haemolytic Anaemia","MESH:D000743","Haematological/ Immuunoligcal","High","oth_haem_anaemia","Other haemolytic anaemias","Anemia, Hemolytic","Hemolytic-Uremic Syndrome"
"267","MESH:D010195","r'\bpancreatitides\b', r'\bpancreatitis\b'","Pancreatitis","MESH:D010195","Digestive","High","pancreatitis","Pancreatitis","Pancreatitis","Pancreatitis"
"469","MESH:D019512","r'\balcoholic pancreatitis\b'","Pancreatitis","MESH:D010195","Digestive","High","pancreatitis","Pancreatitis","Pancreatitis","Pancreatitis, Alcoholic"
"521","MESH:D050500","r'\bchronic pancreatitis\b'","Pancreatitis","MESH:D010195","Digestive","High","pancreatitis","Pancreatitis","Pancreatitis","Pancreatitis, Chronic"
"270","MESH:D010272","r'\bparasitic disease\b', r'\bparasitic diseases\b', r'\bparasite infection\b', r'\bparasitic infection\b', r'\bparasite infections\b', r'\bparasitic infections\b'","Parasitic Infection","MESH:D010272","Infections","High","id_parasitic","Parasitic infections","Parasitic Diseases","Parasitic Diseases"
"461","MESH:D018512","r'\bparasitemias\b', r'\bparasitemia\b'","Parasitic Infection","MESH:D010272","Infections","High","id_parasitic","Parasitic infections","Parasitic Diseases","Parasitemia"
"271","MESH:D010300","r'\bidiopathic parkinson disease\b', r'\bprimary parkinsonism\b', r'\bidiopathic parkinsons disease\b', r'\blewy body parkinsons disease\b', r'\blewy body parkinson disease\b', r'\bparalysis agitans\b', r'\bparkinsons disease\b', r'\bparkinson disease\b'","Parkinson's Disease","MESH:D010300","Neurological","High","parkinsons","Parkinson's disease","Parkinson Disease","Parkinson Disease"
"115","MESH:D004381","r'\bcurling ulcer\b', r'\bduodenal ulcer\b', r'\bduodenal ulcers\b', r'\bcurlings ulcer\b'","Peptic Ulcer","MESH:D010437","Digestive","High","ulcer_peptic","Peptic Ulcer","Peptic Ulcer","Duodenal Ulcer"
"272","MESH:D010437","r'\bgastroduodenal ulcer\b', r'\bmarginal ulcer\b', r'\bpeptic ulcer\b', r'\bgastroduodenal ulcers\b', r'\bmarginal ulcers\b', r'\bpeptic ulcers\b'","Peptic Ulcer","MESH:D010437","Digestive","High","ulcer_peptic","Peptic Ulcer","Peptic Ulcer","Peptic Ulcer"
"273","MESH:D010439","r'\bpeptic ulcer perforation\b', r'\bpeptic ulcer perforations\b'","Peptic Ulcer","MESH:D010437","Digestive","High","ulcer_peptic","Peptic Ulcer","Peptic Ulcer","Peptic Ulcer Perforation"
"336","MESH:D013276","r'\bgastric ulcer\b', r'\bgastric ulcers\b', r'\bstomach ulcers\b', r'\bstomach ulcer\b'","Peptic Ulcer","MESH:D010437","Digestive","High","ulcer_peptic","Peptic Ulcer","Peptic Ulcer","Stomach Ulcer"
"274","MESH:D010490","r'\bpericardial effusion\b', r'\bpericardial effusions\b', r'\bchylopericardium\b', r'\bchylopericardiums\b', r'\bhemopericardium\b'","Pericardial Effusion","MESH:D010490","Cardiovascular","High","pericard_eff","Pericardial effusion","Pericardial Effusion","Pericardial Effusion"
"558","MESH:D058729","r'\bperipheral arterial disease\b', r'\bperipheral arterial diseases\b', r'\bperipheral artery disease\b', r'\bperipheral artery diseases\b'","Peripheral Arterial Disease","MESH:D058729","Cardiovascular","High","pad","Peripheral arterial disease","Peripheral Arterial Disease","Peripheral Arterial Disease"
"277","MESH:D010538","r'\bprimary peritonitis\b', r'\bsecondary peritonitis\b', r'\bperitonitis\b'","Peritonitis","MESH:D010538","Digestive","High","peritonitis","Peritonitis","Peritonitis","Peritonitis"
"338","MESH:D013369","r'\bsubdiaphragmatic abscesses\b', r'\bsubphrenic abscesses\b', r'\bsubdiaphragmatic abscess\b', r'\bsubphrenic abscess\b'","Peritonitis","MESH:D010538","Digestive","High","peritonitis","Peritonitis","Peritonitis","Subphrenic Abscess"
"217","MESH:D007952","r'\bplasmacytic leukemia\b', r'\bplasma cell leukemias\b', r'\bplasmacytic leukemias\b', r'\bplasma cell leukemia\b'","Plasma Cell Malignancy","MESH:D054219","Cancers","High","malig_plasmacell","Plasma Cell Malignancy","Neoplasms, Plasma Cell","Leukemia, Plasma Cell"
"241","MESH:D009101","r'\bsystemic amyloidosis\b', r'\bplasma cell myeloma\b', r'\bplasma cell myelomas\b', r'\bkahler disease\b', r'\bmultiple myeloma\b', r'\bmultiple myelomas\b', r'\bmyeloma multiple\b', r'\bmyeloma multiples\b', r'\bmyelomatoses\b', r'\bmyelomatosis\b'","Plasma Cell Malignancy","MESH:D054219","Cancers","High","malig_plasmacell","Plasma Cell Malignancy","Neoplasms, Plasma Cell","Multiple Myeloma"
"278","MESH:D010954","r'\bplasma cell tumor\b', r'\bplasma cell tumors\b', r'\bplasmacytomas\b', r'\bplasmocytoma\b', r'\bplasmocytomas\b', r'\bplasmacytoma\b'","Plasma Cell Malignancy","MESH:D054219","Cancers","High","malig_plasmacell","Plasma Cell Malignancy","Neoplasms, Plasma Cell","Plasmacytoma"
"529","MESH:D054219","r'\bplasma cell neoplasm\b', r'\bplasma cell neoplasms\b'","Plasma Cell Malignancy","MESH:D054219","Cancers","High","malig_plasmacell","Plasma Cell Malignancy","Neoplasms, Plasma Cell","Neoplasms, Plasma Cell"
"279","MESH:D010996","r'\bpleural effusion\b', r'\bpleural effusions\b'","Pleural Effusion","MESH:D010996","Respiratory","High","pleural_eff","Pleural effusion","Pleural Effusion","Pleural Effusion"
"405","MESH:D016066","r'\bmalignant pleural effusion\b', r'\bmalignant pleural effusions\b'","Pleural Effusion","MESH:D010996","Respiratory","High","pleural_eff","Pleural effusion","Pleural Effusion","Pleural Effusion, Malignant"
"288","MESH:D011030","r'\bpressure pneumothorax\b', r'\bspontaneous pneumothorax\b', r'\btension pneumothorax\b', r'\bprimary spontaneous pneumothorax\b', r'\bpneumothorax\b'","Pneumothorax","MESH:D011030","Respiratory","High","pneumothorax","Pneumothorax","Pneumothorax","Pneumothorax"
"292","MESH:D011087","r'\bosler vaquez disease\b', r'\bprimary polycythemia\b', r'\bprimary polycythemias\b', r'\bpolycythemia ruba vera\b', r'\bpolycythemia ruba veras\b', r'\bpolycythemia rubra vera\b', r'\bpolycythemia rubra veras\b', r'\berythremia\b', r'\berythremias\b', r'\bpolycythemia vera\b'","Polycythaemia vera","MESH:D011087","Cancers","High","malig_pcv","Polycythaemia Vera","Polycythemia Vera","Polycythemia Vera"
"293","MESH:D011111","r'\brhizomelic pseudopolyarthritides\b', r'\brhizomelic pseudopolyarthritis\b', r'\bperi extra articular rheumatism\b', r'\bforestier certonciny syndrome\b', r'\bpolymyalgia rheumatica\b'","Polymyalgia Rheumatica","MESH:D011111","Musculoskeletal","High","pmr","Polymyalgia Rheumatica","Polymyalgia Rheumatica","Polymyalgia Rheumatica"
"186","MESH:D006975","r'\bportal hypertensions\b', r'\bnoncirrhotic portal hypertension\b', r'\bcruveilhier baumgarten syndrome\b', r'\bportal hypertension\b'","Portal Hypertension","MESH:D006975","Digestive","High","portal_htn","Portal Hypertension","Hypertension, Portal","Hypertension, Portal"
"46","MESH:D001661","r'\bbiliary tract cancer\b', r'\bbiliary tract cancers\b', r'\bbiliary tract neoplasm\b', r'\bbiliary tract neoplasms\b', r'\bcancer of biliary tract\b', r'\bcancer of the biliary tract\b'","Primary Malignancy, Biliary","MESH:D001661","Cancers","High","malig_pri_biliary","Primary Malignancy - Biliary","Biliary Tract Neoplasms","Biliary Tract Neoplasms"
"48","MESH:D001749","r'\bbladder cancer\b', r'\burinary bladder cancer\b', r'\bbladder neoplasm\b', r'\bbladder neoplasms\b', r'\burinary bladder neoplasm\b', r'\bbladder tumor\b', r'\bbladder tumors\b', r'\bbladder cancers\b', r'\bcancer of bladder\b', r'\bcancer of the bladder\b', r'\bmalignant tumor of urinary bladder\b', r'\burinary bladder neoplasms\b'","Primary Malignancy, Bladder","MESH:D001749","Cancers","High","malig_pri_bladder","Primary Malignancy - Bladder","Urinary Bladder Neoplasms","Urinary Bladder Neoplasms"
"55","MESH:D001859","r'\bbone neoplasm\b', r'\bbone neoplasms\b', r'\bbone cancer\b', r'\bcancer of bone\b', r'\bcancer of the bone\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Bone Neoplasms"
"142","MESH:D005266","r'\bfemoral neoplasm\b', r'\bfemoral neoplasms\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Femoral Neoplasms"
"199","MESH:D007573","r'\bjaw cancer\b', r'\bjaw cancers\b', r'\bjaw neoplasm\b', r'\bjaw neoplasms\b', r'\bcancer of jaw\b', r'\bcancer of the jaw\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Jaw Neoplasms"
"230","MESH:D008339","r'\bmandibular neoplasm\b', r'\bmandibular neoplasms\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Mandibular Neoplasms"
"231","MESH:D008441","r'\bmaxillary neoplasm\b', r'\bmaxillary neoplasms\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Maxillary Neoplasms"
"232","MESH:D008444","r'\bmaxillary sinus cancer\b', r'\bmaxillary sinus cancers\b', r'\bmaxillary sinus neoplasm\b', r'\bmaxillary sinus neoplasms\b', r'\bcancer of maxillary sinus\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Maxillary Sinus Neoplasms"
"255","MESH:D009669","r'\bnasal cancer\b', r'\bnose cancer\b', r'\bnasal cancers\b', r'\bnose cancers\b', r'\bnasal neoplasm\b', r'\bnose neoplasm\b', r'\bnasal neoplasms\b', r'\bnose neoplasms\b', r'\bcancer of nose\b', r'\bcancer of the nose\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Nose Neoplasms"
"257","MESH:D009918","r'\borbital neoplasm\b', r'\borbital neoplasms\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Orbital Neoplasms"
"264","MESH:D010157","r'\bpalatal neoplasm\b', r'\bpalatal neoplasms\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Palatal Neoplasms"
"269","MESH:D010255","r'\bparanasal sinus cancer\b', r'\bparanasal sinus cancers\b', r'\bparanasal sinus neoplasm\b', r'\bparanasal sinus neoplasms\b', r'\bcancer of paranasal sinus\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Paranasal Sinus Neoplasms"
"327","MESH:D012888","r'\bskull neoplasm\b', r'\bskull neoplasms\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Skull Neoplasms"
"466","MESH:D019292","r'\bskull base neoplasm\b', r'\bskull base neoplasms\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Skull Base Neoplasms"
"520","MESH:D050398","r'\badamantinomas\b', r'\badamantinoma\b'","Primary Malignancy, Bone","MESH:D001859","Cancers","High","malig_pri_bone","Primary Malignancy - Bone","Bone Neoplasms","Adamantinoma"
"33","MESH:D001005","r'\banal cancer\b', r'\banal cancers\b', r'\banal neoplasm\b', r'\banus neoplasm\b', r'\banal neoplasms\b', r'\banus neoplasms\b', r'\banus cancer\b', r'\banus cancers\b', r'\bcancer of anus\b', r'\bcancer of the anus\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Anus Neoplasms"
"37","MESH:D001063","r'\bappendiceal cancer\b', r'\bappendix cancer\b', r'\bappendiceal neoplasm\b', r'\bappendiceal neoplasms\b', r'\bcancer of appendix\b', r'\bcancer of the appendix\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Appendiceal Neoplasms"
"80","MESH:D002430","r'\bcecal cancer\b', r'\bcecal neoplasm\b', r'\bcecal neoplasms\b', r'\bcancer of cecum\b', r'\bcancer of the cecum\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Cecal Neoplasms"
"92","MESH:D003110","r'\bcolon cancer\b', r'\bcolonic cancer\b', r'\bcolon cancers\b', r'\bcolonic cancers\b', r'\bcolon neoplasm\b', r'\bcolonic neoplasm\b', r'\bcolon neoplasms\b', r'\bcolonic neoplasms\b', r'\bcancer of colon\b', r'\bcancer of the colon\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Colonic Neoplasms"
"93","MESH:D003123","r'\bfamilial nonpolyposis colon cancer\b', r'\blynch syndrome\b', r'\bhereditary nonpolyposis colorectal neoplasms\b', r'\bcolorectal cancer hereditary nonpolyposis\b', r'\bhereditary nonpolyposis colon cancer\b', r'\bhereditary nonpolyposis colorectal cancer\b', r'\blynch cancer family syndrome i\b', r'\blynch syndrome i\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Colorectal Neoplasms, Hereditary Nonpolyposis"
"197","MESH:D007414","r'\bintestinal cancer\b', r'\bintestines cancer\b', r'\bintestinal cancers\b', r'\bintestines cancers\b', r'\bintestinal neoplasm\b', r'\bintestines neoplasm\b', r'\bintestinal neoplasms\b', r'\bintestines neoplasms\b', r'\bcancer of intestines\b', r'\bcancer of the intestines\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Intestinal Neoplasms"
"302","MESH:D012004","r'\brectal cancer\b', r'\brectum cancer\b', r'\brectal neoplasm\b', r'\brectum neoplasm\b', r'\brectal neoplasms\b', r'\brectal tumor\b', r'\bcancer of rectum\b', r'\bcancer of the rectum\b', r'\brectal cancers\b', r'\brectal tumors\b', r'\brectum cancers\b', r'\brectum neoplasms\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Rectal Neoplasms"
"322","MESH:D012811","r'\bsigmoid cancer\b', r'\bsigmoid colon cancer\b', r'\bsigmoid colon neoplasms\b', r'\bsigmoid neoplasm\b', r'\bsigmoid colon neoplasm\b', r'\bsigmoid neoplasms\b', r'\bcancer of sigmoid\b', r'\bcancer of the sigmoid\b', r'\bsigmoidal cancer\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Sigmoid Neoplasms"
"376","MESH:D015179","r'\bcolorectal cancer\b', r'\bcolorectal cancers\b', r'\bcolorectal carcinoma\b', r'\bcolorectal carcinomas\b', r'\bcolorectal neoplasm\b', r'\bcolorectal neoplasms\b', r'\bcolorectal tumor\b', r'\bcolorectal tumors\b', r'\bcolorectal adenoma and cancer\b', r'\bcolorectal cancer0\b', r'\bcolorectal cancer1\b', r'\bcolorectal cancer2\b'","Primary Malignancy, Bowel","MESH:D007414","Cancers","High","malig_pri_bowel","Primary Malignancy - Bowel","Intestinal Neoplasms","Colorectal Neoplasms"
